Id,Type,Question,Answer,Reference,Book,Chapter,Verse,StartVerse
1070,A,"According to Acts, chapter 9, verse 5, whom is Saul persecuting?",Jesus,Acts 9:5,Acts,9,5,5
1071,G,Who is persecuting Jesus?,Saul,Acts 9:5,Acts,9,5,5
1072,G,"Who asked, ""Who are you, Lord?""",Saul,Acts 9:5,Acts,9,5,5
1073,S,"Situation question: who said it, and to whom: ""Now get up and go into the city, and you will be told what you must do.""?",Jesus said it to Saul,Acts 9:6,Acts,9,6,6
1074,X,"In Acts, chapter 9, in which city will Saul be told what he must do?",Damascus,Acts 9:6,Acts,9,6,6
1075,A,"According to Acts, chapter 9, verse 7, what did the men traveling with Saul hear?",The sound,Acts 9:7,Acts,9,7,7
1076,G,Whom did the men traveling with Saul not see?,Anyone,Acts 9:7,Acts,9,7,7
1077,G,How did the men traveling with Saul stand there?,Speechless,Acts 9:7,Acts,9,7,7
1078,A,"According to Acts, chapter 9, verse 8, what did Saul open?",His eyes,Acts 9:8,Acts,9,8,8
1079,A,"According to Acts, chapter 9, verse 8, who got up from the ground?",Saul,Acts 9:8,Acts,9,8,8
1080,G,Into where did the men traveling with Saul lead him by the hand?,Damascus,Acts 9:8,Acts,9,8,8
1081,G,What could Saul see when he opened his eyes?,Nothing,Acts 9:8,Acts,9,8,8
1082,G,Whom did they lead by the hand into Damascus?,Saul,Acts 9:8,Acts,9,8,8
1083,G,Who could see nothing when he opened his eyes?,Saul,Acts 9:8,Acts,9,8,8
1084,A,"According to Acts, chapter 9, verse 9, what was he for three days?",Blind,Acts 9:9,Acts,9,9,9
1085,G,What did Saul not eat or drink for three days?,Anything,Acts 9:9,Acts,9,9,9
1086,G,Who was blind for three days?,Saul,Acts 9:9,Acts,9,9,9
1087,G,Who did not eat or drink anything for three days?,Saul,Acts 9:9,Acts,9,9,9
1088,A,"According to Acts, chapter 9, verse 10, what did Ananias answer?","""Yes, Lord.""",Acts 9:10,Acts,9,10,10
1089,A,"According to Acts, chapter 9, verse 10, what was Ananias?",A disciple,Acts 9:10,Acts,9,10,10
1090,A,"According to Acts, chapter 9, verse 10, who was a disciple?",Ananias,Acts 9:10,Acts,9,10,10
1091,S,"Situation question: who said it, and to whom: ""Go to the house of Judas on Straight Street and ask for a man from Tarsus named Saul, for he is praying.""?",The Lord said it to Ananias,Acts 9:11,Acts,9,11,11
1092,G,"Whom did the Lord tell, ""Go to the house of Judas on Straight Street and ask for a man from Tarsus named Saul, for he is praying.""?",Ananias,Acts 9:11,Acts,9,11,11
1093,G,From where is Saul?,Tarsus,Acts 9:11,Acts,9,11,11
1094,S,"Situation question: who said it, to whom, and about whom: ""In a vision he has seen a man named Ananias come and place his hands on him to restore his sight.""?","The Lord said it to Ananias, about Saul",Acts 9:12,Acts,9,12,12
1095,G,Who has seen in a vision a man named Ananias come and place his hands on him to restore his sight?,Saul,Acts 9:12,Acts,9,12,12
1096,S,"Situation question: who said it, to whom, and about whom: ""Lord, I have heard many reports about this man and all the harm he has done to your holy people in Jerusalem.""?","Ananias said it to the Lord, about Saul",Acts 9:13,Acts,9,13,13
1097,G,"Who answered, ""Lord, I have heard many reports about this man and all the harm he has done to your holy people in Jerusalem.""?",Ananias,Acts 9:13,Acts,9,13,13
1098,G,Who has heard many reports about Saul and all the harm he has done to the Lord's holy people in Jerusalem?,Ananias,Acts 9:13,Acts,9,13,13
1099,G,About whom has Ananias heard many reports?,Saul,Acts 9:13,Acts,9,13,13
1100,G,Who has done harm to the Lord's holy people in Jerusalem?,Saul,Acts 9:13,Acts,9,13,13
1101,S,"Situation question: who said it, to whom, and about whom: ""And he has come here with authority from the chief priests to arrest all who call on your name.""?","Ananias said it to the Lord, about Saul",Acts 9:14,Acts,9,14,14
1102,G,Where has Saul come with authority from the chief priests to arrest all who call on the Lord's name?,Damascus,Acts 9:14,Acts,9,14,14
1103,G,Who has come to Damascus with authority from the chief priests to arrest all who call on the Lord's name?,Saul,Acts 9:14,Acts,9,14,14
1104,R,"Finish these verses and give the reference: ""But the Lord said to...""","""...Ananias, ""Go! This man is my chosen instrument to proclaim my name to the Gentiles and their kings and to the people of Israel. I will show him how much he must suffer for my name.""""",Acts 9:15-16,Acts,9,15-16,15
1105,S,"Situation question: who said it, to whom, and about whom: ""I will show him how much he must suffer for my name.""?","The Lord said it to Ananias, about Saul",Acts 9:15-16,Acts,9,15-16,15
1106,S,"Situation question: who said it, to whom, and about whom: ""Go! This man is my chosen instrument to proclaim my name to the Gentiles and their kings and to the people of Israel. I will show him how much he must suffer for my name.""?","The Lord said it to Ananias, about Saul",Acts 9:15-16,Acts,9,15-16,15
1107,Q,"Quote Acts, chapter 9, verses 15 through 16.","""But the Lord said to Ananias, ""Go! This man is my chosen instrument to proclaim my name to the Gentiles and their kings and to the people of Israel. I will show him how much he must suffer for my name.""""",Acts 9:15-16,Acts,9,15-16,15
1108,V,"Finish these verses: ""But the Lord said to...""","""...Ananias, ""Go! This man is my chosen instrument to proclaim my name to the Gentiles and their kings and to the people of Israel. I will show him how much he must suffer for my name.""""",Acts 9:15-16,Acts,9,15-16,15
1109,Q,"Quote Acts, chapter 9, verses 15 through 16.","""But the Lord said to Ananias, ""Go! This man is my chosen instrument to proclaim my name to the Gentiles and their kings and to the people of Israel. I will show him how much he must suffer for my name.""""",Acts 9:15-16,Acts,9,15-16,15
1110,Q,"Quote Acts, chapter 9, verses 15 through 16.","""But the Lord said to Ananias, ""Go! This man is my chosen instrument to proclaim my name to the Gentiles and their kings and to the people of Israel. I will show him how much he must suffer for my name.""""",Acts 9:15-16,Acts,9,15-16,15
1111,Q,"Quote Acts, chapter 9, verses 15 through 16.","""But the Lord said to Ananias, ""Go! This man is my chosen instrument to proclaim my name to the Gentiles and their kings and to the people of Israel. I will show him how much he must suffer for my name.""""",Acts 9:15-16,Acts,9,15-16,15
1112,Q,"Quote Acts, chapter 9, verses 15 through 16.","""But the Lord said to Ananias, ""Go! This man is my chosen instrument to proclaim my name to the Gentiles and their kings and to the people of Israel. I will show him how much he must suffer for my name.""""",Acts 9:15-16,Acts,9,15-16,15
1113,Q,"Quote Acts, chapter 9, verses 15 through 16.","""But the Lord said to Ananias, ""Go! This man is my chosen instrument to proclaim my name to the Gentiles and their kings and to the people of Israel. I will show him how much he must suffer for my name.""""",Acts 9:15-16,Acts,9,15-16,15
1114,Q,"Quote Acts, chapter 9, verses 15 through 16.","""But the Lord said to Ananias, ""Go! This man is my chosen instrument to proclaim my name to the Gentiles and their kings and to the people of Israel. I will show him how much he must suffer for my name.""""",Acts 9:15-16,Acts,9,15-16,15
1115,Q,"Quote Acts, chapter 9, verses 15 through 16.","""But the Lord said to Ananias, ""Go! This man is my chosen instrument to proclaim my name to the Gentiles and their kings and to the people of Israel. I will show him how much he must suffer for my name.""""",Acts 9:15-16,Acts,9,15-16,15
1116,Q,"Quote Acts, chapter 9, verses 15 through 16.","""But the Lord said to Ananias, ""Go! This man is my chosen instrument to proclaim my name to the Gentiles and their kings and to the people of Israel. I will show him how much he must suffer for my name.""""",Acts 9:15-16,Acts,9,15-16,15
1117,G,Who is the Lord's chosen instrument to proclaim his name to the Gentiles and their kings and to the people of Israel?,Saul,Acts 9:15,Acts,9,15,15
1118,G,"To whom did the Lord say, ""Go! This man is my chosen instrument to proclaim my name to the Gentiles and their kings and to the people of Israel. I will show him how much he must suffer for my name.""?",Ananias,Acts 9:15-16,Acts,9,15-16,15
1119,X,"In Acts, chapter 9, who must suffer for the Lord's name?",Saul,Acts 9:16,Acts,9,16,16
1120,X,"In Acts, chapter 9, for what must Saul suffer?",The Lord's name,Acts 9:16,Acts,9,16,16
1121,G,Whom will the Lord show how much he must suffer for his name?,Saul,Acts 9:16,Acts,9,16,16
1122,R,"Finish this verse and give the reference: ""Then Ananias went to the...""","""...house and entered it. Placing his hands on Saul, he said, ""Brother Saul, the Lord - Jesus, who appeared to you on the road as you were coming here - has sent me so that you may see again and be filled with the Holy Spirit.""""",Acts 9:17,Acts,9,17,17
1123,G,"Who said, ""Brother Saul, the LordJesus, who appeared to you on the road as you were coming herehas sent me so that you may see again and be filled with the Holy Spirit.""?",Ananias,Acts 9:17,Acts,9,17,17
1124,G,Who placed his hands on Saul?,Ananias,Acts 9:17,Acts,9,17,17
1125,A,"According to Acts, chapter 9, verse 17, who went to the house and entered it?",Ananias,Acts 9:17,Acts,9,17,17
1126,G,Who may see again and be filled with the Holy Spirit?,Saul,Acts 9:17,Acts,9,17,17
1127,A,"According to Acts, chapter 9, verse 17, who appeared to Saul on the road?",The LordJesus,Acts 9:17,Acts,9,17,17
1128,A,"According to Acts, chapter 9, verse 17, what did Ananias enter?",The house,Acts 9:17,Acts,9,17,17
1129,A,"According to Acts, chapter 9, verse 17, to what did Ananias go?",The house,Acts 9:17,Acts,9,17,17
1130,G,On whom did Ananias place his hands?,Saul,Acts 9:17,Acts,9,17,17
1131,X,"In Acts, chapter 9, who was baptized?",Saul,Acts 9:18,Acts,9,18,18
1132,A,"According to Acts, chapter 9, verse 18, when did something like scales fall from Saul's eyes?",Immediately,Acts 9:18,Acts,9,18,18
1133,A,"According to Acts, chapter 9, verse 18, who got up and was baptized?",Saul,Acts 9:18,Acts,9,18,18
1134,A,"According to Acts, chapter 9, verse 18, what could Saul do again?",See,Acts 9:18,Acts,9,18,18
1135,G,Who could see again?,Saul,Acts 9:18,Acts,9,18,18
1136,G,From whose eyes did something like scales fall?,Saul's,Acts 9:18,Acts,9,18,18
1137,A,"According to Acts, chapter 9, verse 19, who spent several days with the disciples?",Saul,Acts 9:19,Acts,9,19,19
1138,G,Who regained his strength after taking some food?,Saul,Acts 9:19,Acts,9,19,19
1139,G,Who spent several days with the disciples in Damascus?,Saul,Acts 9:19,Acts,9,19,19
1140,A,"According to Acts, chapter 9, verse 20, when did he began to preach in the synagogues that Jesus is the Son of God?",At once,Acts 9:20,Acts,9,20,20
1141,X,"In Acts, chapter 9, where did Saul raise havoc?",In Jerusalem,Acts 9:21,Acts,9,21,21
1142,X,"In Acts, chapter 9, who raised havoc in Jerusalem among those who call on this name?",Saul,Acts 9:21,Acts,9,21,21
1143,X,"In Acts, chapter 9, who proved that Jesus is the Messiah?",Saul,Acts 9:22,Acts,9,22,22
1144,A,"According to Acts, chapter 9, verse 22, who grew more and more powerful?",Saul,Acts 9:22,Acts,9,22,22
1145,A,"According to Acts, chapter 9, verse 22, who proved that Jesus is the Messiah?",Saul,Acts 9:22,Acts,9,22,22
1146,A,"According to Acts, chapter 9, verse 22, what is Jesus?",The Messiah,Acts 9:22,Acts,9,22,22
1147,G,Who baffled the Jews living in Damascus by proving that Jesus is the Messiah?,Saul,Acts 9:22,Acts,9,22,22
1148,G,Who grew more and more powerful and baffled the Jews living in Damascus by proving that Jesus is the Messiah?,Saul,Acts 9:22,Acts,9,22,22
1149,X,"In Acts, chapter 9, against whom was there a conspiracy?",Saul,Acts 9:23,Acts,9,23,23
1150,A,"According to Acts, chapter 9, verse 23, among whom was there a conspiracy to kill him?",The Jews,Acts 9:23,Acts,9,23,23
1151,A,"According to Acts, chapter 9, verse 24, who learned of their plan?",Saul,Acts 9:24,Acts,9,24,24
1152,A,"According to Acts, chapter 9, verse 24, of what did Saul learn?",Their plan,Acts 9:24,Acts,9,24,24
1153,G,Whom did Saul's followers lower in a basket through an opening in the wall?,Saul,Acts 9:25,Acts,9,25,25
1154,G,Whom did Saul's followers take by night and lower in a basket through an opening in the wall?,Saul,Acts 9:25,Acts,9,25,25
1155,G,Whose followers took him by night and lowered him in a basket through an opening in the wall?,Saul's,Acts 9:25,Acts,9,25,25
1156,A,"According to Acts, chapter 9, verse 26, to where did he come?",Jerusalem,Acts 9:26,Acts,9,26,26
1157,A,"According to Acts, chapter 9, verse 26, who were all afraid of him?",The disciples,Acts 9:26,Acts,9,26,26
1158,G,Of whom were the disciples all afraid?,Saul,Acts 9:26,Acts,9,26,26
1159,G,Who tried to join the disciples when he came to Jerusalem?,Saul,Acts 9:26,Acts,9,26,26
1160,G,Whom were the disciples not believing really was a disciple?,Saul,Acts 9:26,Acts,9,26,26
1161,A,"According to Acts, chapter 9, verse 27, to whom had the Lord spoken?",Saul,Acts 9:27,Acts,9,27,27
1162,A,"According to Acts, chapter 9, verse 27, who had seen the Lord?",Saul,Acts 9:27,Acts,9,27,27
1163,A,"According to Acts, chapter 9, verse 27, who had spoken to Saul?",The Lord,Acts 9:27,Acts,9,27,27
1164,A,"According to Acts, chapter 9, verse 27, whom had Saul seen on his journey?",The Lord,Acts 9:27,Acts,9,27,27
1165,G,Who had seen the Lord on his journey?,Saul,Acts 9:27,Acts,9,27,27
1166,G,Who brought Saul to the apostles?,Barnabas,Acts 9:27,Acts,9,27,27
1167,G,Who told the apostles how in Damascus Saul had preached fearlessly in the name of Jesus?,Barnabas,Acts 9:27,Acts,9,27,27
1168,G,Who told the apostles how Saul on his journey had seen the Lord and that the Lord had spoken to him?,Barnabas,Acts 9:27,Acts,9,27,27
1169,G,Who had preached fearlessly in the name of Jesus in Damascus?,Saul,Acts 9:27,Acts,9,27,27
1170,G,Whom did Barnabas bring to the apostles?,Saul,Acts 9:27,Acts,9,27,27
1171,A,"According to Acts, chapter 9, verse 28, how did Saul speak in the name of the Lord?",Boldly,Acts 9:28,Acts,9,28,28
1172,A,"According to Acts, chapter 9, verse 28, who spoke boldly in the name of the Lord?",Saul,Acts 9:28,Acts,9,28,28
1173,A,"According to Acts, chapter 9, verse 28, who stayed with them?",Saul,Acts 9:28,Acts,9,28,28
1174,G,How did Saul move about in Jerusalem?,Freely,Acts 9:28,Acts,9,28,28
1175,G,"Who moved about freely in Jerusalem, speaking boldly in the name of the Lord?",Saul,Acts 9:28,Acts,9,28,28
1176,A,"According to Acts, chapter 9, verse 29, what did the Hellenistic Jews try to do?",Kill him,Acts 9:29,Acts,9,29,29
1177,G,Whom did the Hellenistic Jews try to kill?,Saul,Acts 9:29,Acts,9,29,29
1178,G,Who talked and debated with the Hellenistic Jews?,Saul,Acts 9:29,Acts,9,29,29
1179,A,"According to Acts, chapter 9, verse 30, to where did the believers send him off?",Tarsus,Acts 9:30,Acts,9,30,30
1180,A,"According to Acts, chapter 9, verse 30, who learned of this?",The believers,Acts 9:30,Acts,9,30,30
1181,G,To where did the believers take Saul down?,Caesarea,Acts 9:30,Acts,9,30,30
1182,G,Whom did the believers send off to Tarsus?,Saul,Acts 9:30,Acts,9,30,30
1183,G,Whom did the believers take down to Caesarea?,Saul,Acts 9:30,Acts,9,30,30
1184,G,To where did the believers send Saul off?,Tarsus,Acts 9:30,Acts,9,30,30
1185,V,"Finish this verse: ""Then the church throughout Judea,...""","""...Galilee and Samaria enjoyed a time of peace and was strengthened. Living in the fear of the Lord and encouraged by the Holy Spirit, it increased in numbers.""",Acts 9:31,Acts,9,31,31
1186,G,"In what did the church throughout Judea, Galilee and Samaria increase?",Numbers,Acts 9:31,Acts,9,31,31
1187,A,"According to Acts, chapter 9, verse 32, who traveled about the country?",Peter,Acts 9:32,Acts,9,32,32
1188,G,Who went to visit the Lord's people who lived in Lydda?,Peter,Acts 9:32,Acts,9,32,32
1189,G,Who found a man named Aeneas in Lydda?,Peter,Acts 9:33,Acts,9,33,33
