Set Title,Set Number,Question Number,Type,Question,Answer,Reference,Book,Chapter,Verse,Begin Verse
"Set #1  all questions",1,548,"A","According to Acts, chapter 5, verse 20, whom should they tell all about this new life?","The people","Acts 5:20",Acts,5,"20",20,
"Set #1  all questions",1,549,"G","Who should go stand in the temple courts, and tell the people all about this new life?","The apostles","Acts 5:20",Acts,5,"20",20,
"Set #1  all questions",1,550,"A","According to Acts, chapter 5, verse 21, when did they enter the temple courts and begin to teach the people?","At daybreak","Acts 5:21",Acts,5,"21",21,
"Set #1  all questions",1,551,"A","According to Acts, chapter 5, verse 21, whom did they begin to teach?","The people","Acts 5:21",Acts,5,"21",21,
"Set #1  all questions",1,552,"A","According to Acts, chapter 5, verse 21, where did they enter?","The temple courts","Acts 5:21",Acts,5,"21",21,
"Set #1  all questions",1,553,"G","Whom did the high priest and his associates call together?","The Sanhedrin","Acts 5:21",Acts,5,"21",21,
"Set #1  all questions",1,554,"G","What is the full assembly of the elders of Israel?","The Sanhedrin","Acts 5:21",Acts,5,"21",21,
"Set #1  all questions",1,555,"G","Who entered the temple courts at daybreak and began to teach the people?","The apostles","Acts 5:21",Acts,5,"21",21,
"Set #1  all questions",1,556,"G","For whom did the high priest and his associates send to the jail?","The apostles","Acts 5:21",Acts,5,"21",21,
"Set #1  all questions",1,557,"G","To what did the high priest and his associates send for the apostles?","The jail","Acts 5:21",Acts,5,"21",21,
"Set #1  all questions",1,558,"A","According to Acts, chapter 5, verse 22, where did the officers arrive?","At the jail","Acts 5:22",Acts,5,"22",22,
"Set #1  all questions",1,559,"A","According to Acts, chapter 5, verse 22, who arrived at the jail?","The officers","Acts 5:22",Acts,5,"22",22,
"Set #1  all questions",1,560,"A","According to Acts, chapter 5, verse 22, who did not find them there?","The officers","Acts 5:22",Acts,5,"22",22,
"Set #1  all questions",1,561,"G","Whom did the officers not find at the jail?","The apostles","Acts 5:22",Acts,5,"22",22,
"Set #1  all questions",1,562,"G","Who did not find the apostles at the jail?","The officers","Acts 5:22",Acts,5,"22",22,
"Set #1  all questions",1,563,"G","Who went back and reported, ""We found the jail securely locked, with the guards standing at the doors; but when we opened them, we found no one inside.""?","The officers","Acts 5:22-23",Acts,5,"22-23",22,
"Set #1  all questions",1,564,"A","According to Acts, chapter 5, verse 23, where were the guards standing?","At the doors","Acts 5:23",Acts,5,"23",23,
"Set #1  all questions",1,565,"A","According to Acts, chapter 5, verse 23, who were standing at the doors?","The guards","Acts 5:23",Acts,5,"23",23,
"Set #1  all questions",1,566,"G","What did the officers find securely locked?","The jail","Acts 5:23",Acts,5,"23",23,
"Set #1  all questions",1,567,"G","Who found no one inside when they opened the doors?","The officers","Acts 5:23",Acts,5,"23",23,
"Set #1  all questions",1,568,"G","Whom did the officers find inside when they opened the doors?","No one","Acts 5:23",Acts,5,"23",23,
"Set #1  all questions",1,569,"G","Whom did the officers find standing at the doors?","The guards","Acts 5:23",Acts,5,"23",23,
"Set #1  all questions",1,570,"G","Who found the jail securely locked, with the guards standing at the doors?","The officers","Acts 5:23",Acts,5,"23",23,
"Set #1  all questions",1,571,"A","According to Acts, chapter 5, verse 24, what did the captain of the temple guard and the chief priests hear?","This report","Acts 5:24",Acts,5,"24",24,
"Set #1  all questions",1,572,"G","Who came and said, ""Look! The men you put in jail are standing in the temple courts teaching the people.""?","Someone","Acts 5:25",Acts,5,"25",25,
"Set #1  all questions",1,573,"G","What did the captain and his officers not use?","Force","Acts 5:26",Acts,5,"26",26,
"Set #1  all questions",1,574,"G","Who went with his officers and brought the apostles?","The captain","Acts 5:26",Acts,5,"26",26,
"Set #1  all questions",1,575,"S","Situation question: who said it, and to whom: ""We gave you strict orders not to teach in this name. Yet you have filled Jerusalem with your teaching and are determined to make us guilty of this man's blood.""?","The high priest said it to the apostles","Acts 5:27-28",Acts,5,"27-28",27,
"Set #1  all questions",1,576,"A","According to Acts, chapter 5, verse 27, who were made to appear before the Sanhedrin?","The apostles","Acts 5:27",Acts,5,"27",27,
"Set #1  all questions",1,577,"A","According to Acts, chapter 5, verse 27, who were brought in?","The apostles","Acts 5:27",Acts,5,"27",27,
"Set #1  all questions",1,578,"G","Before whom were the apostles made to appear?","The Sanhedrin","Acts 5:27",Acts,5,"27",27,
"Set #1  all questions",1,579,"G","Who were brought in and made to appear before the Sanhedrin to be questioned by the high priest?","The apostles","Acts 5:27",Acts,5,"27",27,
"Set #1  all questions",1,580,"X","Of what did the high priest say the apostles are determined to make the Sanhedrin guilty?","Jesus' blood","Acts 5:28",Acts,5,"28",28,
"Set #1  all questions",1,581,"A","According to Acts, chapter 5, verse 28, with what have you filled Jerusalem?","Your teaching","Acts 5:28",Acts,5,"28",28,
"Set #1  all questions",1,582,"G","What have the apostles filled with their teaching?","Jerusalem","Acts 5:28",Acts,5,"28",28,
"Set #1  all questions",1,583,"G","Who gave the apostles strict orders not to teach in this name?","The Sanhedrin","Acts 5:28",Acts,5,"28",28,
"Set #1  all questions",1,584,"G","With what have the apostles filled Jerusalem?","Their teaching","Acts 5:28",Acts,5,"28",28,
"Set #1  all questions",1,585,"G","Who have filled Jerusalem with their teaching?","The apostles","Acts 5:28",Acts,5,"28",28,
"Set #1  all questions",1,586,"Q","Quote Acts, chapter 5, verse 29.","""Peter and the other apostles replied: ""We must obey God rather than human beings!""","Acts 5:29",Acts,5,"29",29,
"Set #1  all questions",1,587,"S","Situation question: who said it, and to whom: ""We must obey God rather than human beings!""?","Peter and the other apostles said it to the high priest","Acts 5:29",Acts,5,"29",29,
"Set #1  all questions",1,588,"X","Complete, in essence, the following: ""We must obey God rather . . .""",""". . . than human beings!""","Acts 5:29",Acts,5,"29",29,
"Set #1  all questions",1,589,"G","Whom must Peter and the other apostles obey?","God","Acts 5:29",Acts,5,"29",29,
"Set #1  all questions",1,590,"A","According to Acts, chapter 5, verse 30, whom did you kill?","Jesus","Acts 5:30",Acts,5,"30",30,
"Set #1  all questions",1,591,"G","Whom did you hang on a cross?","Jesus","Acts 5:30",Acts,5,"30",30,
"Set #1  all questions",1,592,"G","Whom did the God of our ancestors raise from the dead?","Jesus","Acts 5:30",Acts,5,"30",30,
"Set #1  all questions",1,593,"G","From what did the God of our ancestors raise Jesus?","The dead","Acts 5:30",Acts,5,"30",30,
"Set #1  all questions",1,594,"X","Two-part answer: in Acts, chapter 5, as what did God exalt Jesus to his own right hand?","1) Prince; 2) Savior","Acts 5:31",Acts,5,"31",31,
"Set #1  all questions",1,595,"X","In Acts, chapter 5, whom might he bring to repentance?","Israel","Acts 5:31",Acts,5,"31",31,
"Set #1  all questions",1,596,"X","In Acts, chapter 5, whose sins might he forgive?","Israel's","Acts 5:31",Acts,5,"31",31,
"Set #1  all questions",1,597,"A","According to Acts, chapter 5, verse 31, whom might he bring to repentance?","Israel","Acts 5:31",Acts,5,"31",31,
"Set #1  all questions",1,598,"A","According to Acts, chapter 5, verse 31, what might he forgive?","Israel's sins","Acts 5:31",Acts,5,"31",31,
"Set #1  all questions",1,599,"A","According to Acts, chapter 5, verse 31, to what might he bring Israel?","Repentance","Acts 5:31",Acts,5,"31",31,
"Set #1  all questions",1,600,"G","Who exalted Jesus to his own right hand as Prince and Savior?","God","Acts 5:31",Acts,5,"31",31,
"Set #1  all questions",1,601,"Q","Quote Acts, chapter 5, verse 32.","""We are witnesses of these things, and so is the Holy Spirit, whom God has given to those who obey him.""""","Acts 5:32",Acts,5,"32",32,
"Set #1  all questions",1,602,"A","According to Acts, chapter 5, verse 32, of what are we witnesses?","These things","Acts 5:32",Acts,5,"32",32,
"Set #1  all questions",1,603,"G","Who has given the Holy Spirit to those who obey him?","God","Acts 5:32",Acts,5,"32",32,
"Set #1  all questions",1,604,"A","According to Acts, chapter 5, verse 33, what were they?","Furious","Acts 5:33",Acts,5,"33",33,
"Set #1  all questions",1,605,"G","To what did the Sanhedrin want to put Peter and the other apostles?","Death","Acts 5:33",Acts,5,"33",33,
"Set #1  all questions",1,606,"G","Who were furious and wanted to put Peter and the other apostles to death?","The Sanhedrin","Acts 5:33",Acts,5,"33",33,
"Set #1  all questions",1,607,"X","In Acts, chapter 5, who was honored by all the people?","(A Pharisee named) Gamaliel","Acts 5:34",Acts,5,"34",34,
"Set #1  all questions",1,608,"A","According to Acts, chapter 5, verse 34, who was a Pharisee?","Gamaliel","Acts 5:34",Acts,5,"34",34,
"Set #1  all questions",1,609,"G","Who stood up in the Sanhedrin and ordered that Peter and the other apostles be put outside for a little while?","Gamaliel","Acts 5:34",Acts,5,"34",34,
"Set #1  all questions",1,610,"G","Who ordered that Peter and the other apostles be put outside for a little while?","Gamaliel","Acts 5:34",Acts,5,"34",34,
"Set #1  all questions",1,611,"G","Where did Gamaliel order that Peter and the other apostles be put for a little while?","Outside","Acts 5:34",Acts,5,"34",34,
"Set #1  all questions",1,612,"S","Situation question: who said it, and to whom: ""Men of Israel, consider carefully what you intend to do to these men.""?","Gamaliel said it to the Sanhedrin","Acts 5:35",Acts,5,"35",35,
"Set #1  all questions",1,613,"G","How should the Sanhedrin consider what they intend to do to these men?","Carefully","Acts 5:35",Acts,5,"35",35,
"Set #1  all questions",1,614,"G","Who addressed the Sanhedrin: ""Men of Israel, consider carefully what you intend to do to these men.""?","Gamaliel","Acts 5:35",Acts,5,"35",35,
"Set #1  all questions",1,615,"G","Who should consider carefully what they intend to do to Peter and the other apostles?","The Sanhedrin","Acts 5:35",Acts,5,"35",35,
"Set #1  all questions",1,616,"A","According to Acts, chapter 5, verse 36, to what did it all come?","Nothing","Acts 5:36",Acts,5,"36",36,
"Set #1  all questions",1,617,"A","According to Acts, chapter 5, verse 36, who appeared?","Theudas","Acts 5:36",Acts,5,"36",36,
"Set #1  all questions",1,618,"A","According to Acts, chapter 5, verse 36, who was killed?","Theudas","Acts 5:36",Acts,5,"36",36,
"Set #1  all questions",1,619,"G","Who appeared some time ago, claiming to be somebody?","Theudas","Acts 5:36",Acts,5,"36",36,
"Set #1  all questions",1,620,"G","To whom did about four hundred men rally?","Theudas","Acts 5:36",Acts,5,"36",36,
"Set #1  all questions",1,621,"G","In what did Judas the Galilean lead a band of people?","Revolt","Acts 5:37",Acts,5,"37",37,
"Set #1  all questions",1,622,"G","After whom did Judas the Galilean appear?","Theudas","Acts 5:37",Acts,5,"37",37,
"Set #1  all questions",1,623,"V","Finish these verses: ""Therefore, in the present case...""","""...I advise you: Leave these men alone! Let them go! For if their purpose or activity is of human origin, it will fail. But if it is from God, you will not be able to stop these men; you will only find yourselves fighting against God.""""","Acts 5:38-39",Acts,5,"38-39",38,
"Set #1  all questions",1,624,"A","According to Acts, chapter 5, verse 38, whom should you let go?","These men","Acts 5:38",Acts,5,"38",38,
"Set #1  all questions",1,625,"A","According to Acts, chapter 5, verse 38, whom should you leave alone?","These men","Acts 5:38",Acts,5,"38",38,
"Set #1  all questions",1,626,"G","Who advises the Sanhedrin: ""Leave these men alone! Let them go! For if their purpose or activity is of human origin, it will fail. But if it is from God, you will not be able to stop these men; you will only find yourselves fighting against God.""?","Gamaliel","Acts 5:38-39",Acts,5,"38-39",38,
